id,distribution,consent,gender,age,mcq,stars_test_score,stars_int_score,stars_help_score,stars_m_test_score,stars_m_int_score,stars_m_help_score,rmars_test_score,rmars_num_score,rmars_course_score,rmars_s_test_score,rmars_s_num_score,rmars_s_course_score,sticsa_trait_score,sticsa_pre_state_score,sticsa_post_state_score,mcq_score
5P1SM,anonymous,Yes,female,21,stats,4,2.272727272727273,1,3.75,3,1,4.4,2.2,2,4.5,3,2.2,2.4761904761904763,2.142857142857143,2.619047619047619,1
iPxF0,anonymous,Yes,female,19,maths,4.5,3.4545454545454546,1,4,2.875,1.5,4.3,2.8,1,4.7,3.6,1.8,1.3333333333333333,1.1904761904761905,1.5714285714285714,2
WBwEl,anonymous,Yes,female,18,stats,3.25,1.3636363636363635,3.75,2.75,1.25,3,3.4,1.2,2,3.1,1.4,2,3.4761904761904763,2.619047619047619,1.7142857142857142,NA
Jfu4H,anonymous,NA,male,18,maths,4.25,2.6363636363636362,2.75,4.125,3,3,4.9,3.6,4.2,3.8,3.4,3.2,1.619047619047619,1.5714285714285714,1.5714285714285714,NA
fIkUH,anonymous,Yes,male,18,maths,4.375,2.6363636363636362,2.75,4,2.25,3.25,3.7,1.8,2.4,4.4,2.8,2.6,2.3684210526315788,2.142857142857143,1.3333333333333333,5
ELGp5,anonymous,Yes,male,18,maths,3.375,2,4.25,3.375,2.625,4.5,3.7,1,1.8,4,3.6,2.6,1.5238095238095237,1,1.4761904761904763,NA
WzwfL,anonymous,Yes,female,19,stats,4.5,1.7,2.25,4.5,1.875,2.75,4.4,1.2,1.4,4.6,1.8,2,2.142857142857143,1.4285714285714286,1.9523809523809523,2
yOdXf,anonymous,Yes,other/pnts,18,stats,4.375,2.272727272727273,5,4.428571428571429,3,5,4.3,1.2,2.4,4.8,2.6,2.8,3.6666666666666665,3.7142857142857144,3.761904761904762,NA
zFO0Y,anonymous,Yes,female,20,maths,4,3.4545454545454546,3.75,3.5,3.5,3.25,3.5,1.2,1.2,3.8,4.2,3.8,2.857142857142857,2.8095238095238093,2.142857142857143,4
RhYFX,anonymous,Yes,other/pnts,20,maths,4.875,4.545454545454546,4.5,5,4.5,4.25,4.9,4.4,4.8,5,3.6,4.6,2.9047619047619047,2.619047619047619,3.380952380952381,2
KaPny,anonymous,Yes,male,19,stats,2.875,3.3636363636363638,4.5,1.875,1.625,2.25,2,1.8,2,3.4,3.4,2.6,2.142857142857143,1.5714285714285714,2.0476190476190474,2
zL7Ou,anonymous,Yes,female,20,maths,3.125,1.2727272727272727,1.5,3.375,1.625,1.75,2.9,1,1.2,2.8,1,1,2.3333333333333335,2.380952380952381,2.4285714285714284,NA
CXCEY,anonymous,Yes,female,19,stats,3.75,3.4545454545454546,4.25,3.125,2.5,2.75,3.9,1.6,2.6,4.4,2,2.6,2.9523809523809526,2.619047619047619,2.3333333333333335,NA
s94aP,anonymous,Yes,female,19,maths,4.125,3.1818181818181817,3.25,4.25,3,2.75,4.5,1.2,4,5,4,4.6,2.0952380952380953,1.619047619047619,2.0952380952380953,2
ucGBA,anonymous,Yes,female,19,stats,4.5,2.8181818181818183,4,4.125,2.75,4,4.6,1.8,2.8,4.9,4.2,3.2,2.0476190476190474,1.9047619047619047,1.9047619047619047,1
Wa4i1,anonymous,Yes,male,20,maths,4.875,4.2727272727272725,5,4.875,3.857142857142857,5,5,1.8,4,5,2.2,3.8,3.8095238095238093,3.0952380952380953,3.0952380952380953,NA
nQtEb,anonymous,Yes,female,19,stats,4,2.090909090909091,3.25,3.875,2,3.25,5,2.2,2.8,4.8,3.4,3.2,2.238095238095238,1.2857142857142858,1.1904761904761905,NA
DoFNW,anonymous,Yes,other/pnts,18,maths,4.5,3.4545454545454546,4,4.5,3.25,3.75,4.4,3.4,3.6,4.8,4.6,4.2,2.9047619047619047,1.1904761904761905,1.619047619047619,2
GtuVx,anonymous,Yes,female,18,stats,4.375,1.4545454545454546,4.25,4.25,1.625,4.666666666666667,4.2,1.6,2,4,2,1.8,2.238095238095238,1.7619047619047619,1.5714285714285714,3
rOXvR,anonymous,No,female,19,maths,4.375,2.909090909090909,4.25,2.125,2.375,3.25,2.2,1,1.4,4.4,3.4,4.6,2.1904761904761907,2.3333333333333335,2.7142857142857144,3
eFBcM,anonymous,NA,female,19,stats,3.875,4.090909090909091,1,4.125,3.875,1.5,4,3.4,3.4,4,3.8,3.4,1.0952380952380953,1.0952380952380953,1.0952380952380953,1
BaEJT,anonymous,Yes,female,19,maths,3.25,2.090909090909091,1,3,2.125,1,3.7,1.8,2.4,3.5,2.6,1.2,1.7142857142857142,1.7619047619047619,1.6666666666666667,4
bbEVT,anonymous,Yes,other/pnts,20,maths,1.375,1.0909090909090908,1,1.5,1.125,1,1.6,1,1,2.3,1,1,1.619047619047619,1.0476190476190477,1.1428571428571428,1
9mpUu,anonymous,Yes,other/pnts,52,stats,4.125,1.9090909090909092,3.25,3.375,2.375,3.25,4.5,2.2,1.8,4.3,3.8,2.2,2.0476190476190474,1.8571428571428572,1.6666666666666667,2
faZaK,anonymous,Yes,female,18,stats,4.5,3.272727272727273,3.5,4.125,3.25,2.75,4.6,1.4,3.2,4.7,2.6,3.4,3.0952380952380953,3,3.380952380952381,2
kmG6j,anonymous,Yes,female,19,stats,3,2.4545454545454546,2.5,2.625,2,2,2.3,1.2,1,3.4,2.8,2,1.5238095238095237,1.2857142857142858,1.2857142857142858,2
asHWN,anonymous,Yes,female,20,maths,4.875,3.090909090909091,4,4.75,2.75,4,4.8,2.8,3.6,4.9,1.2,3.8,2.1904761904761907,1.4761904761904763,1.4761904761904763,5
M8Oxv,anonymous,Yes,female,19,stats,3.125,1.6363636363636365,3.75,2.75,1.125,3,3.9,2.4,1.4,3.4,2.6,1.4,2.761904761904762,1.1428571428571428,1.2380952380952381,1
w3VSM,anonymous,Yes,female,16,maths,3.75,2.3636363636363638,2,3.625,2.25,2.75,4.2,1.4,1.6,4.1,2.4,1.8,2.1904761904761907,2.4285714285714284,1.9047619047619047,NA
8oJjk,anonymous,Yes,female,18,maths,2.125,1.5454545454545454,2,2.625,1.5,2,2.4,1,1.2,2,1.6,1.6,1.380952380952381,1.1904761904761905,1.3333333333333333,3
3U4eV,anonymous,Yes,female,19,stats,3.375,2.090909090909091,2,3.375,2.5,2,3.5,1.4,1.8,3.7,2.8,1.6,2.0476190476190474,1.7619047619047619,2.142857142857143,NA
25pc7,anonymous,Yes,female,19,maths,2.5,1.5454545454545454,1.75,2.875,1.75,2,2.9,1,1.4,3.7,2.6,2.2,2.0952380952380953,2.3333333333333335,2.5714285714285716,2
X94fv,anonymous,Yes,female,21,stats,3.875,3.6363636363636362,2.75,4.428571428571429,3,2.75,4.1,2.4,3.4,4.4,3.2,3.8,2.1904761904761907,1.7142857142857142,1.8571428571428572,NA
AIDGD,anonymous,Yes,female,19,maths,2.875,1.7272727272727273,2,3,1.25,1.5,3.3,1.4,1.2,3.7,1.4,1.6,2.142857142857143,1.9047619047619047,1.7619047619047619,3
NdYHw,anonymous,Yes,male,17,stats,3.875,1.6363636363636365,3,4.5,1.75,3.25,4,1.2,2.6,4,1.2,2.4,2.0476190476190474,1.8095238095238095,2.0952380952380953,NA
x84Lq,anonymous,Yes,female,19,maths,3,1.6363636363636365,1.25,2.75,1.1428571428571428,1,3.3,1.2,1,3.2,1.75,1,1.4761904761904763,1.6666666666666667,1.7142857142857142,NA
mVFza,anonymous,Yes,other/pnts,19,stats,4.125,3.1818181818181817,4,4.875,3.5,4.5,4.6,3.8,4.4,4.2,1.8,3.2,2.7142857142857144,2.238095238095238,3.2857142857142856,2
s4P5c,anonymous,NA,female,17,maths,1.75,1.6363636363636365,2.25,1.875,1.375,2,2.2,1,1.4,2.5,2,1.8,2.238095238095238,1.9047619047619047,1.4285714285714286,4
lGp5b,anonymous,Yes,female,17,stats,3.625,2.727272727272727,2.5,3.625,3,2.75,3.8,2.8,2.2,3.8,2.8,2.2,2.142857142857143,2.0476190476190474,1.619047619047619,1
kytPK,anonymous,Yes,other/pnts,19,stats,3.125,1.5454545454545454,1.25,3.625,2,2,3.5,1,2.8,3.1,1.2,2,1.7142857142857142,1.3333333333333333,NA,3
